379,12
380,3
381,1
382,4
383,4
384,37
385,2
386,4
387,3
388,31
389,33
390,15
391,26
28,162593
29,163592
30,164592
31,165592
32,166592
33,167592
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
1,0
1,0
34,0
57,0
94,0
169,0
200,0
207,0
222,0
229,0
245,0
261,0
279,0
290,0
310,0
341,0
370,0
401,0
456,0
485,0
516,0
546,0
572,0
599,0
628,0
646,0
656,0
665,0
668,0
672,0
679,0
686,0
707,0
718,0
730,0
733,0
739,0
741,0
743,0
742,0
729,0
721,0
711,0
703,0
696,0
691,0
696,0
704,0
715,0
716,0
718,0
722,0
722,0
722,0
723,0
716,0
701,0
695,0
691,0
680,0
677,0
680,0
700,0
706,0
708,0
719,0
719,0
718,0
719,0
713,0
713,0
702,0
698,0
682,0
674,0
674,0
680,0
503,0
2,0
3,0
35,0
57,0
57,0
57,0
57,0
1,19200
1,19200
2,19200
1,19200
1,19200
1,19200
1,19200
1,19200
1,19200
1,19200
0,19200
1,19200
1,19200
1,19200
1,19200
1,19200
1,19200
1,19200
1,19200
1,19200
1,19200
1,19200
0,19200
1,19200
1,19200
1,19200
1,19200
1,19200
1,19200
1,19200
0,19200
1,19200
1,19200
1,19200
1,19200
1,-6600
0,-6600
0,-6600
1,-6600
1,-6600
1,-6600
1,-6400
1,-6400
1,-6400
1,-4700
1,-4700
1,-4700
1,-3900
1,-3900
1,-3900
1,-2900
1,-2900
1,-2900
3,-2900
17,-2900
20,-1200
20,-1200
20,-1200
26,-1200
35,-1200
31,-1200
24,-1200
22,100
18,100
14,100
13,100
16,100
20,400
25,400
28,400
31,1200
38,1200
50,1200
58,2800
64,2800
74,2800
91,4400
103,4400
112,4900
116,4900
111,4900
106,4900
105,4900
109,4900
112,4900
121,4900
131,4900
139,4900
152,4900
161,4900
159,5600
163,5600
171,6800
171,6800
164,6800
166,6800
175,6800
189,6800
206,6800
224,6800
242,6800
263,8200
286,8200
315,8200
337,9600
354,9600
366,9600
376,10100
379,10100
341,10100
328,10100
337,10100
340,10300
344,10300
356,10300
367,10300
379,10300
394,10300
408,11000
418,11000
430,11000
442,11000
452,11000
461,11600
471,11600
478,11600
482,12000
489,12000
499,12000
505,12600
510,12600
522,12600
536,13400
550,13400
563,13400
575,14400
589,14400
605,14400
623,15400
638,15400
651,15800
661,15800
668,15800
676,16000
686,16000
700,16000
715,16700
727,16700
741,16700
752,17000
762,17000
769,17000
779,17400
783,17400
779,18800
573,18800
112,18800
2,41700
2,41700
2,41700
